Project,Latest Tag ID,year,date
commons-email,EMAIL_1_3_3,2014,2014-07-09
commons-email,EMAIL_1_3_RC1,2010,2010-11-06
commons-email,EMAIL_1_3_RC2,2011,2011-12-05
commons-email,EMAIL_1_3_RC6,2012,2012-12-16
commons-email,EMAIL_1_4,2015,2015-05-23
commons-email,EMAIL_1_5,2017,2017-08-01
commons-exec,1.3,2014,2014-11-06
commons-exec,1.2-RC1,2013,2013-12-30
commons-exec,EXEC_1_1,2010,2010-10-19
commons-exec,EXEC_1_0_1,2009,2009-10-24
commons-exec,EXEC_1_0_0_RC1,2008,2008-12-16
commons-fileupload,FILEUPLOAD_1_0,2007,2007-07-29
commons-fileupload,FILEUPLOAD_1_3,2013,2013-03-27
commons-fileupload,FILEUPLOAD_1_3_1,2014,2014-02-07
commons-fileupload,commons-fileupload-1.3.3-RC4,2016,2016-12-04
commons-fileupload,commons-fileupload-1.2.1,2008,2008-02-16
commons-fileupload,commons-fileupload-1.2.2,2010,2010-07-14
commons-fileupload,commons-fileupload-1.3.3,2017,2017-06-09
commons-fileupload,commons-fileupload-1.4,2018,2018-12-24
commons-fileupload,commons-fileupload-1.5,2023,2023-02-01
commons-functor,FUNCTOR_1_0_RC1,2011,2011-10-20
commons-geometry,commons-geometry-1.0-beta1-rc3,2020,2020-07-15
commons-geometry,commons-geometry-1.0-rc4,2021,2021-08-16
commons-imaging,IMAGING_1_0_RC3,2012,2012-09-24
commons-imaging,IMAGING_1_0_RC6,2013,2013-11-24
commons-imaging,commons-imaging-1.0-alpha1,2019,2019-04-27
commons-imaging,commons-imaging-1.0-alpha1-RC2,2018,2018-10-30
commons-imaging,commons-imaging-1.0-alpha2,2020,2020-08-07
commons-imaging,commons-imaging-1.0-alpha3-RC2,2022,2022-05-13
commons-io,2.2,2012,2012-06-19
commons-io,2.5,2016,2016-05-06
commons-io,IO_1_0,2007,2007-07-29
commons-io,commons-io-1.4,2008,2008-01-21
commons-io,commons-io-2.0.1,2010,2010-12-26
commons-io,commons-io-2.1,2011,2011-10-11
commons-io,commons-io-2.11.0-RC1,2021,2021-07-09
commons-io,commons-io-2.12.0-RC1,2023,2023-04-28
commons-io,commons-io-2.5-RC3,2015,2015-12-26
commons-io,commons-io-2.6,2017,2017-09-30
commons-io,commons-io-2.8.0-RC2,2020,2020-09-06
commons-jci,1.0,2007,2007-07-29
commons-jci,1.1,2013,2013-10-14
commons-jcs,1.2.6.6,2011,2011-07-24
commons-jcs,commons-jcs-2.0,2016,2016-12-25
commons-jcs,commons-jcs-2.0-RC1,2014,2014-11-11
commons-jcs,commons-jcs-2.0-beta-1,2015,2015-02-19
commons-jcs,commons-jcs-2.2.1-RC3,2017,2017-12-12
commons-jcs,commons-jcs-2.2.1-RC4,2018,2018-08-23
commons-jcs,commons-jcs-3.2-rc1,2023,2023-01-08
commons-jcs,commons-jcs3-3.0-rc1,2020,2020-08-16
commons-jcs,commons-jcs3-3.1,2021,2021-12-23
commons-jcs,commons-jcs3-3.1-rc2,2022,2022-01-03
commons-jelly,COMMONS-JELLY-1_0-beta-4,2007,2007-07-29
commons-jelly,commons-jelly-1.0.1,2017,2017-09-25
commons-jexl,1.0,2004,2004-09-06
commons-jexl,1.1,2006,2006-09-08
commons-jexl,2.0.1,2010,2010-03-31
commons-jexl,2.0-RC4,2009,2009-12-10
commons-jexl,COMMONS_JEXL_2_1-RC3,2011,2011-12-21
commons-jexl,COMMONS_JEXL_3_0,2015,2015-12-27
commons-jexl,COMMONS_JEXL_3_1,2017,2017-04-14
commons-jexl,COMMONS_JEXL-1_0,2007,2007-07-29
commons-jexl,COMMONS_JEXL_2_0,2012,2012-06-19
commons-jexl,commons-jexl-3.2.1-rc1,2021,2021-06-17
commons-jexl,commons-jexl-3.3-RC2,2023,2023-03-17
commons-jexl,v4.0-snapshot.2,2018,2018-12-25
commons-jexl,v4.0-snapshot.4,2019,2019-05-24
commons-jxpath,JXPATH_1_0,2007,2007-07-29
commons-jxpath,JXPATH_1_3,2008,2008-08-11
commons-lang,LANG_1_0,2007,2007-07-29
commons-lang,LANG_2_4,2008,2008-03-19
commons-lang,LANG_3_0_B3,2010,2010-07-26
commons-lang,LANG_3_1,2011,2011-11-15
commons-lang,LANG_3_3_2,2014,2014-04-09
commons-lang,LANG_3_2_RC2,2013,2013-12-28
commons-lang,LANG_3_4,2015,2015-04-06
commons-lang,LANG_3_5,2016,2016-10-02
commons-lang,LANG_3_7,2017,2017-11-04
commons-lang,LANG_3_8_1,2018,2018-09-19
commons-lang,commons-lang-3.11-RC2,2020,2020-07-12
commons-lang,commons-lang-3.12.0-RC1,2021,2021-02-26
commons-lang,commons-lang-3.9,2019,2019-04-10
commons-logging,commons-logging-1.1.1,2007,2007-11-21
commons-logging,LOGGING_1_1_3,2013,2013-05-20
commons-logging,LOGGING_1_2,2014,2014-07-09
commons-math,MATH_1_0,2007,2007-07-29
commons-math,MATH_1_2,2008,2008-02-24
commons-math,MATH_2_1,2010,2010-03-31
commons-math,MATH_2_0_RC4,2009,2009-08-02
commons-math,MATH_2_2,2011,2011-03-20
commons-math,MATH_3_1,2012,2012-12-23
commons-math,MATH_3_2,2013,2013-04-06
commons-math,MATH_3_4,2014,2014-12-23
commons-math,MATH_3_5,2015,2015-04-14
commons-math,MATH_3_6_1,2016,2016-03-17
commons-net,NET_1_0_0,2007,2007-07-29
commons-net,NET_1_5_0_RC2,2008,2008-10-28
commons-net,NET_2_1_RC_2,2009,2009-11-08
commons-net,NET_2_2_RC2,2010,2010-11-16
commons-net,NET_3_0_1,2011,2011-06-07
commons-net,NET_3_2,2012,2012-12-01
commons-net,NET_3_3,2013,2013-06-11
commons-net,NET_3_4,2015,2015-11-25
commons-net,NET_3_5,2016,2016-05-05
commons-net,NET_3_6,2017,2017-02-14
commons-net,commons-net-3.7.2-RC1,2020,2020-10-14
commons-net,commons-net-3.8.0-RC1,2021,2021-02-13
commons-net,commons-net-3.9.0-RC1,2022,2022-11-26
commons-numbers,commons-numbers-1.0-beta1-rc1,2020,2020-04-03
commons-numbers,commons-numbers-1.0-rc1,2021,2021-07-11
commons-numbers,commons-numbers-1.1-RC1,2022,2022-10-28
commons-pool,POOL_1_4_RC1,2007,2007-12-28
commons-pool,STRUTS_1_1_B3@139653,2002,2002-12-01
commons-pool,POOL_1_1@139740,2003,2003-10-20
commons-pool,POOL_1_2@139778,2004,2004-06-07
commons-pool,POOL_1_3@329376,2005,2005-10-29
commons-pool,POOL_1_3@390933,2006,2006-04-03
commons-pool,POOL_1_4,2008,2008-01-18
commons-pool,POOL_1_5_4,2009,2009-11-20
commons-pool,POOL_1_5_5,2010,2010-09-14
commons-pool,POOL_1_6_RC2,2011,2011-12-31
commons-pool,POOL_1_6,2012,2012-06-17
commons-pool,POOL_2_5_0,2017,2017-12-16
commons-pool,POOL_2_1,2013,2013-12-30
commons-pool,POOL_2_3,2014,2014-12-31
commons-pool,POOL_2_4_2,2015,2015-08-01
commons-pool,commons-pool-2.11.1-RC1,2021,2021-08-14
commons-pool,commons-pool-2.6.1-RC1,2018,2018-08-17
commons-pool,commons-pool-2.8.0,2019,2019-12-07
commons-pool,commons-pool-2.9.0-RC1,2020,2020-09-25
commons-pool,jwsp_10_01@560656,2001,2001-12-11
commons-proxy,1.0_RC1,2014,2014-04-07
commons-proxy,proxy-1.0,2008,2008-02-27
commons-proxy,sandbox,2007,2007-10-05
commons-rdf,0.0.2,2014,2014-08-04
commons-rdf,0.1.0-incubating,2015,2015-05-07
commons-rdf,0.3.0-incubating,2016,2016-11-08
commons-rdf,0.5.0,2017,2017-12-07
commons-rng,RNG_1_0,2016,2016-12-06
commons-rng,RNG_1_2,2018,2018-12-06
commons-rng,RNG_1_3,2019,2019-11-05
commons-rng,RNG_1_4_RC3,2021,2021-09-08
commons-rng,commons-rng-1.5-RC1,2022,2022-10-04
commons-scxml,SCXML_0_7,2007,2007-12-19
commons-scxml,SCXML_0_9,2008,2008-12-01
commons-scxml,commons-scxml2-2.0-M1,2014,2014-04-03
commons-statistics,commons-statistics-1.0-RC1,2022,2022-11-30
commons-text,commons-text-1.2,2017,2017-12-08
commons-text,commons-text-1.10.0-RC1,2022,2022-09-24
commons-text,commons-text-1.6,2018,2018-10-12
commons-text,commons-text-1.8,2019,2019-08-30
commons-text,commons-text-1.9-RC1,2020,2020-07-21
commons-validator,VALIDATOR_1_5_0,2015,2015-11-25
commons-validator,STRUTS_1_1_B1,2007,2007-07-29
commons-validator,VALIDATOR_1_4_0,2012,2012-02-03
commons-validator,VALIDATOR_1_4_0_BETA1_RC1,2011,2011-07-08
commons-validator,VALIDATOR_1_4_1_RC1,2014,2014-12-26
commons-validator,VALIDATOR_1_5_1,2016,2016-04-30
commons-validator,VALIDATOR_1_6,2017,2017-02-20
commons-validator,VALIDATOR_1_7,2020,2020-08-03
commons-vfs,preVFS2package,2010,2010-11-14
commons-vfs,commons-vfs-2.5.0-RC1,2019,2019-12-24
commons-vfs,rel/commons-vfs-2.7.0,2020,2020-10-30
commons-vfs,commons-vfs-2.9.0-RC1,2021,2021-07-16
commons-vfs,commons-vfs2-project-2.1,2016,2016-05-19
commons-vfs,commons-vfs2-project-2.2-RC2,2017,2017-10-02
commons-vfs,commons-vfs2-project-2.0,2011,2011-08-18
commons-vfs,commons-vfs2-project-2.2,2018,2018-02-24
commons-vfs,pre_filenameparsing,2007,2007-07-29
commons-weaver,1.1,2014,2014-09-28
commons-weaver,1.3,2016,2016-10-18
commons-weaver,1.2_RC1,2015,2015-12-17
commons-weaver,2.0_RC1,2018,2018-09-01
continuum,continuum-1.3.0,2008,2008-11-24
continuum,continuum-1.3.4,2009,2009-08-24
continuum,continuum-1.4.0,2010,2010-04-29
continuum,continuum-1.3.8,2011,2011-09-01
continuum,continuum-1.4.1,2013,2013-01-02
continuum,continuum-1.4.2,2014,2014-06-04
continuum,continuum-1.4.3,2015,2015-02-03
cordova-android,0.9.0,2009,2009-12-22
cordova-android,0.9.3,2010,2010-12-23
cordova-android,1.3.0,2011,2011-12-16
cordova-android,2.3.0rc2,2012,2012-12-10
cordova-android,10.1.1,2021,2021-09-13
cordova-android,11.0.0,2022,2022-07-04
cordova-android,3.3.0,2013,2013-12-10
cordova-android,Gitignore_node_modules,2014,2014-10-04
cordova-android,5.0.0,2015,2015-11-02
cordova-android,6.1.0,2016,2016-11-03
cordova-android,7.0.0,2017,2017-11-30
cordova-android,7.1.4,2018,2018-11-22
cordova-android,8.1.0,2019,2019-09-11
cordova-android,9.0.0,2020,2020-06-23
creadur-rat,apache-rat-0.8,2012,2012-05-19
creadur-rat,apache-rat-project-0.10,2013,2013-08-04
creadur-rat,apache-rat-project-0.11,2014,2014-08-16
creadur-rat,apache-rat-project-0.12-RC3,2016,2016-06-07
creadur-rat,apache-rat-project-0.13,2018,2018-10-13
creadur-rat,apache-rat-project-0.15,2022,2022-08-31
creadur-tentacles,apache-tentacles-0.1,2022,2022-10-06
creadur-whisker,apache-whisker-0.1,2013,2013-08-04
crunch,apache-crunch-0.13.0,2015,2015-07-30
crunch,apache-crunch-0.8.4,2014,2014-09-04
crunch,apache-crunch-0.14.0,2016,2016-04-23
crunch,apache-crunch-0.15.0,2017,2017-02-16
crunch,apache-crunch-0.4.0-incubating,2012,2012-11-04
crunch,apache-crunch-0.8.2,2013,2013-12-12
crunch,apache-crunch-1.0.0,2019,2019-10-08
ctakes,DeepPhe.checkpoint.v1,2017,2017-10-02
ctakes,multicorpus_negation_feda,2013,2013-12-06
ctakes,ctakes-3.2.1-rc2,2014,2014-11-25
ctakes,ctakes-3.2.2-rc2,2015,2015-05-12
curator,1.0.0,2011,2011-12-31
curator,1.1.17,2012,2012-08-30
curator,apache-curator-2.7.0,2014,2014-10-31
curator,apache-curator-2.3.1,2013,2013-11-10
curator,apache-curator-2.11.1,2016,2016-11-11
curator,apache-curator-4.0.0,2017,2017-07-26
curator,apache-curator-4.1.0,2018,2018-12-16
curator,apache-curator-2.9.1,2015,2015-10-26
curator,apache-curator-4.1.1,2019,2019-03-03
curator,apache.curator-5.1.0,2020,2020-06-30
curator,apache-curator-5.2.0,2021,2021-07-19
curator,apache-curator-5.4.0,2022,2022-10-21
curator,apache-curator-5.5.0,2023,2023-04-20
cxf,cxf-2.1.3,2008,2008-10-22
cxf,cxf-2.3.1,2010,2010-12-02
cxf,cxf-2.1.8,2009,2009-11-15
cxf,cxf-2.5.7,2012,2012-12-06
cxf,cxf-2.5.1,2011,2011-12-15
cxf,cxf-3.0.0-milestone1,2013,2013-11-26
cxf,cxf-2.7.14,2014,2014-12-02
cxf,cxf-3.0.16,2017,2017-11-23
cxf,cxf-2.7.18,2015,2015-10-30
cxf,cxf-3.0.12,2016,2016-12-09
cxf,cxf-3.2.7,2018,2018-10-24
cxf,cxf-3.2.11,2019,2019-10-23
cxf,cxf-3.3.9,2020,2020-12-23
cxf,cxf-3.5.0,2021,2021-12-16
cxf,cxf-4.0.0,2022,2022-12-18
cxf,cxf-3.5.6,2023,2023-05-02
daffodil,v0.6.0,2012,2012-12-15
daffodil,v0.12.0,2013,2013-10-15
daffodil,v0.15.0,2014,2014-11-27
daffodil,v1.1.0,2015,2015-06-02
daffodil,v2.0.0-rc2,2016,2016-12-08
daffodil,v2.0.0,2017,2017-08-31
daffodil,v2.2.0,2018,2018-08-22
daffodil,v2.5.0-rc1,2019,2019-12-20
daffodil,v3.0.0,2020,2020-10-26
daffodil,v3.2.1,2021,2021-12-18
daffodil,v3.4.0,2022,2022-11-01
datafu,release-1.3.0-rc1,2015,2015-11-06
datafu,release-1.3.1-rc1,2016,2016-07-14
datafu,release-1.3.2-rc0,2017,2017-02-24
datafu,release-1.4.0-rc0,2018,2018-03-19
datafu,release-1.5.0-rc0,2019,2019-01-02
datafu,release-1.6.0-rc2,2020,2020-03-27
datafu,release-1.6.1-rc0,2021,2021-10-07
datafu,v1.2.0,2013,2013-12-06
datafu,v0.0.6,2012,2012-12-14
deltaspike,deltaspike-1.5.2,2015,2015-12-06
deltaspike,deltaspike-1.7.2,2016,2016-11-01
deltaspike,deltaspike-1.8.1,2017,2017-12-30
deltaspike,deltaspike-1.9.0,2018,2018-09-10
deltaspike,deltaspike-1.9.2,2019,2019-12-13
deltaspike,deltaspike-1.9.4,2020,2020-06-03
deltaspike,deltaspike-1.9.5,2021,2021-03-05
deltaspike,deltaspike-1.9.6,2022,2022-04-08
deltaspike,deltaspike-project-0.3-incubating,2012,2012-08-15
deltaspike,deltaspike-project-0.5,2013,2013-09-11
deltaspike,deltaspike-project-1.2.1,2014,2014-12-20
devicemap-browsermap,browsermap-1.4.1-incubating,2014,2014-07-30
directmemory,directmemory-0.1-incubating,2012,2012-08-21
directmemory,directmemory-0.2,2013,2013-09-11
directory-fortress-core,1.0-RC40,2015,2015-04-10
directory-fortress-core,2.0.0-RC1,2016,2016-10-28
directory-fortress-core,2.0.0,2017,2017-06-22
directory-fortress-core,2.0.3,2018,2018-11-05
directory-fortress-core,2.0.4,2019,2019-12-10
directory-fortress-core,2.0.5,2020,2020-05-22
directory-fortress-core,2.0.7,2021,2021-12-11
directory-fortress-core,2.0.8,2022,2022-07-16
directory-fortress-core,v1.0-RC34,2013,2013-12-29
directory-fortress-core,v1.0-RC39,2014,2014-08-09
directory-fortress-realm,2.0.0-RC1,2016,2016-10-28
directory-fortress-realm,2.0.0,2017,2017-06-22
directory-fortress-realm,2.0.3,2018,2018-11-05
directory-fortress-realm,2.0.4,2019,2019-12-10
directory-fortress-realm,2.0.5,2020,2020-05-22
directory-fortress-realm,2.0.7,2021,2021-12-11
directory-fortress-realm,2.0.8,2022,2022-07-16
directory-fortress-realm,v1.0-RC34,2013,2013-12-29
directory-fortress-realm,v1.0-RC39,2014,2014-08-09
directory-kerby,kerby-all-1.1.0,2017,2017-11-21
directory-kerby,kerby-all-1.0.0-RC1,2015,2015-09-10
directory-kerby,kerby-all-1.0.0-RC2,2016,2016-03-06
directory-kerby,kerby-all-1.1.1,2018,2018-05-21
directory-kerby,kerby-all-2.0.0,2019,2019-01-08
directory-kerby,kerby-all-2.0.1,2020,2020-05-25
directory-kerby,kerby-all-2.0.2,2022,2022-05-04
directory-server,1.5.4,2008,2008-09-11
directory-server,1.5.5,2009,2009-08-17
directory-server,1.5.7,2010,2010-04-02
directory-server,2.0.0-M3,2011,2011-09-09
directory-server,2.0.0-M15,2013,2013-08-14
directory-server,2.0.0-M19,2014,2014-11-19
directory-server,2.0.0-M21,2015,2015-12-18
directory-server,2.0.0-M23,2016,2016-07-16
directory-server,2.0.0-M24,2017,2017-06-03
directory-server,2.0.0-M9,2012,2012-12-22
directory-server,2.0.0.AM25,2018,2018-08-14
directory-server,2.0.0.AM26,2020,2020-02-28
directory-server,old_trunk,2007,2007-12-10
directory-server,release-0.9.3,2005,2005-10-31
directory-studio,0.6.0,2008,2008-10-21
directory-studio,1.0.1,2007,2007-09-10
directory-studio,1.5.2.v20091211,2009,2009-12-13
directory-studio,1.5.3.v20100330,2010,2010-03-30
directory-studio,2.0.0.v20120224,2012,2012-02-24
directory-studio,2.0.0.v20130628,2013,2013-06-28
directory-studio,2.0.0.v20151221-M10,2015,2015-12-21
directory-studio,2.0.0.v20161101-M12,2016,2016-11-01
directory-studio,2.0.0.v20170904-M13,2017,2017-09-04
directory-studio,2.0.0.v20180908-M14,2018,2018-09-09
directory-studio,2.0.0.v20200411-M15,2020,2020-04-11
directory-studio,2.0.0.v20210717-M17,2021,2021-07-17
drill,drill-0.7.0,2014,2014-12-16
drill,drill-0.1.0,2013,2013-09-10
drill,drill-1.4.0,2015,2015-12-08
drill,drill-1.12.0,2017,2017-12-10
drill,drill-1.15.0,2018,2018-12-24
drill,drill-1.17.0,2019,2019-12-22
drill,drill-1.18.0,2020,2020-09-05
drill,drill-1.19.0,2021,2021-06-04
drill,drill-1.20.2,2022,2022-08-01
drill,drill-1.9.0,2016,2016-11-18
druid,unknown,unknown
druid2,unknown,unknown
empire-db,apache-empire-db-2.4.1,2012,2012-10-30
empire-db,apache-empire-db-2.4.2,2013,2013-10-15
empire-db,apache-empire-db-2.4.3,2014,2014-08-17
empire-db,apache-empire-db-2.4.4-rc1,2015,2015-08-11
empire-db,apache-empire-db-2.4.5-rc1,2016,2016-11-09
empire-db,apache-empire-db-2.4.6,2017,2017-01-09
empire-db,apache-empire-db-2.4.7,2018,2018-10-23
empire-db,apache-empire-db-2.5.0,2020,2020-05-04
empire-db,apache-empire-db-3-0.0-rc1,2022,2022-03-08
etch,release-1.3.0,2013,2013-09-26
etch,release-1.4.0,2014,2014-08-07
exmple,unknown,unknown
falcon,release-0.10-rc3,2016,2016-08-05
falcon,release-0.11-rc0,2017,2017-11-30
falcon,release-0.11-rc3,2018,2018-03-05
falcon,release-0.4-rc0,2013,2013-11-13
falcon,release-0.6-rc1,2014,2014-11-19
falcon,release-0.8-rc0,2015,2015-11-06
felix,1.0.0,2020,2020-02-24
flink,release-0.7.0,2014,2014-10-18
flink,release-0.10.1,2015,2015-11-22
flink,release-1.1.4,2016,2016-12-19
flink,release-1.4.0,2017,2017-12-06
flink,release-1.12.1-rc1,2020,2020-12-25
flink,release-1.11.6,2021,2021-12-14
flink,release-1.15.2,2022,2022-08-17
flink,release-1.6.3,2018,2018-12-18
flink,release-1.8.3,2019,2019-12-05
flink,v0.4-rc1,2013,2013-12-20
flume,release-1.3.1,2012,2012-12-21
flume,release-1.11.0-rc2,2022,2022-10-16
flume,release-1.4.0,2013,2013-06-24
flume,release-1.5.2,2014,2014-11-12
flume,release-1.6.0,2015,2015-05-05
flume,release-1.7.0,2016,2016-10-12
flume,release-1.8.0,2017,2017-09-15
flume,release-1.9.0-rc3,2018,2018-12-17
fluo,1.0.0-alpha-1,2014,2014-09-29
fluo,1.0.0-beta-1,2015,2015-06-09
fluo,rel/fluo-1.0.0-incubating,2016,2016-09-27
fluo,rel/fluo-parent-3,2017,2017-11-17
fluo,rel/fluo-1.2.0,2018,2018-02-21
fluo-recipes,rel/fluo-recipes-1.0.0-incubating,2016,2016-10-20
fluo-recipes,rel/fluo-recipes-1.1.0-incubating,2017,2017-06-12
fluo-recipes,rel/fluo-recipes-1.2.0,2018,2018-03-01
fluo-yarn,rel/fluo-yarn-1.0.0,2018,2018-03-01
forrest,forrest_06,2004,2004-10-15
forrest,forrest_07,2005,2005-06-23
forrest,forrest_08_release,2007,2007-04-18
forrest,forrest_09_release,2011,2011-02-08
freemarker,unknown,unknown
ftpserver,1.0.0-M4,2008,2008-12-10
ftpserver,1.0.3,2009,2009-10-11
ftpserver,1.0.5,2010,2010-10-03
ftpserver,1.0.6,2011,2011-07-08
geode,rel/v1.11.0,2019,2019-12-19
geode,rel/v1.0.0-incubating,2016,2016-10-15
geode,rel/v1.3.0,2017,2017-10-17
geode,rel/v1.13.1,2020,2020-11-10
geode,rel/v1.12.8,2021,2021-12-30
geode,rel/v1.15.0,2022,2022-06-15
geode,rel/v1.8.0,2018,2018-11-20
geode,sga2-core,2015,2015-06-30
geronimo-specs,1_0,2008,2008-12-09
geronimo-specs,1_0_1,2005,2005-12-13
geronimo-specs,geronimo-ejb_3.1_spec-1.0.2,2010,2010-11-09
geronimo-specs,geronimo-jpa_2.1_spec-1.0-alpha-1,2015,2015-06-15
geronimo-specs,geronimo-annotation_1.2_spec-1.0-alpha-1,2014,2014-09-17
geronimo-specs,geronimo-jaxrs_2.1_spec-1.0,2017,2017-12-19
geronimo-specs,geronimo-validation_2.0_spec-1.0,2018,2018-09-30
geronimo-specs,geronimo-el_2.2_spec-1.0.2,2011,2011-07-19
geronimo-specs,geronimo-el_2.2_spec-1.0.3,2012,2012-04-24
geronimo-specs,geronimo-stax-api_1.2_spec-1.2,2013,2013-11-27
geronimo-specs,geronimo-jpa_2.0_spec-1.0-PFD2,2009,2009-10-05
geronimo-specs,geronimo-json_1.1_spec-1.2,2019,2019-03-02
geronimo-specs,geronimo-validation_1.1_spec-1.0,2016,2016-10-06
geronimo-specs,specs,2006,2006-12-14
giraph,old-move-to-tlp,2012,2012-05-24
giraph,rel/1.2.0-RC1,2016,2016-10-11
giraph,release-1.0.0-RC3,2013,2013-04-15
giraph,release-1.1.0,2014,2014-10-28
gora,apache-gora-0.2.1,2012,2012-07-26
gora,apache-gora-0.3,2013,2013-05-03
gora,apache-gora-0.5,2014,2014-09-16
gora,apache-gora-0.6.1,2015,2015-09-05
gora,apache-gora-0.8,2017,2017-09-15
gora,apache-gora-0.9,2019,2019-08-12
groovy,GROOVY_1_5_1,2007,2007-12-21
groovy,GROOVY_1_0_BETA_2,2003,2003-12-23
groovy,GROOVY_1_0_BETA_8,2004,2004-12-17
